name,zip,kpi,Month 1,Month 2,delivery service
Wolkenkratzer Weinbar,8010,# Negative Comments,0.0,0.0,deliverando
Wolkenkratzer Weinbar,8010,# Positive Comments,0.0,0.0,deliverando
Wolkenkratzer Weinbar,8010,% Kill Rate,91.0,154.0,deliverando
Wolkenkratzer Weinbar,8010,Avg Time to Accept (s),915.0,633.0,deliverando
Wirtshaus Ratskeller,8020,# Commissionable Orders,39.0,38.0,deliverando
Wirtshaus Ratskeller,8020,Avg Basket Size €,27.24,28.08,deliverando
Wirtshaus Ratskeller,8020,# Negative Comments,0.0,1.0,deliverando
Wirtshaus Ratskeller,8020,# Positive Comments,1.0,1.0,deliverando
Wirtshaus Ratskeller,8020,% Kill Rate,125.0,143.0,deliverando
Wirtshaus Ratskeller,8020,Avg Time to Accept (s),476.0,511.0,deliverando
Ruhige Soda fountain,8041,# Commissionable Orders,14.0,10.0,deliverando
Ruhige Soda fountain,8041,Avg Basket Size €,38.3,28.3,deliverando
Ruhige Soda fountain,8041,# Negative Comments,0.0,0.0,deliverando
Ruhige Soda fountain,8041,# Positive Comments,1.0,1.0,deliverando
Ruhige Soda fountain,8041,% Kill Rate,0.1,125.0,deliverando
Ruhige Soda fountain,8041,Avg Time to Accept (s),1951.0,877.0,deliverando
Ruhige Soda fountain,8055,# Commissionable Orders,1.0,5.0,deliverando
Ruhige Soda fountain,8055,# Negative Comments,0.0,0.0,deliverando
Ruhige Soda fountain,8055,# Positive Comments,0.0,0.0,deliverando
Ruhige Soda fountain,8055,# Commissionable Orders,14.0,13.0,deliverando
Ruhige Soda fountain,8055,# Negative Comments,0.0,0.0,deliverando
Ruhige Soda fountain,8055,# Positive Comments,0.0,0.0,deliverando
Ruhige Soda fountain,8055,% Kill Rate,163.0,178.0,deliverando
Stille Kneipe,8054,# Commissionable Orders,0.0,13.0,deliverando
Stille Kneipe,8054,# Negative Comments,0.0,0.0,deliverando
Stille Kneipe,8054,# Positive Comments,0.0,0.0,deliverando
Stille Kneipe,8054,% Kill Rate,217.0,207.0,deliverando
Stille Kneipe,8055,# Commissionable Orders,1.0,7.0,deliverando
Stille Kneipe,8055,# Negative Comments,0.0,0.0,deliverando
Stille Kneipe,8055,# Positive Comments,0.0,0.0,deliverando
Goldene Wirtshaus,8054,# Commissionable Orders,0.0,0.0,deliverando
Goldene Wirtshaus,8054,# Negative Comments,0.0,0.0,deliverando
Goldene Wirtshaus,8054,# Positive Comments,0.0,0.0,deliverando
Große Schenke,8041,# Commissionable Orders,99.0,67.0,deliverando
Große Schenke,8041,Avg Basket Size €,20.69,19.6,deliverando
Große Schenke,8041,# Negative Comments,0.0,0.0,deliverando
Große Schenke,8041,# Positive Comments,1.0,1.0,deliverando
Große Schenke,8041,% Kill Rate,99.0,86.0,deliverando
Große Schenke,8041,Avg Time to Accept (s),30.0,21.0,deliverando
Holz Kneipenlokal,8020,# Commissionable Orders,5.0,11.0,deliverando
Holz Kneipenlokal,8020,Avg Basket Size €,15.64,14.03,deliverando
Holz Kneipenlokal,8020,# Negative Comments,0.0,0.0,deliverando
Holz Kneipenlokal,8020,# Positive Comments,1.0,0.0,deliverando
Holz Kneipenlokal,8020,% Kill Rate,0.05,48.0,deliverando
Holz Kneipenlokal,8020,Avg Time to Accept (s),735.0,145.0,deliverando
Fröhliche Taverna,8010,# Commissionable Orders,853.0,727.0,deliverando
Fröhliche Taverna,8010,Avg Basket Size €,26.06,25.9,deliverando
Fröhliche Taverna,8010,# Negative Comments,0.0,0.0,deliverando
Fröhliche Taverna,8010,# Positive Comments,1.0,1.0,deliverando
Fröhliche Taverna,8010,% Kill Rate,93.0,0.09,deliverando
Fröhliche Taverna,8010,Avg Time to Accept (s),17.0,14.0,deliverando
Scharfe Jausenstation,8010,# Commissionable Orders,32.0,11.0,deliverando
Scharfe Jausenstation,8010,Avg Basket Size €,25.02,24.87,deliverando
Scharfe Jausenstation,8010,# Negative Comments,0.0,0.0,deliverando
Scharfe Jausenstation,8010,# Positive Comments,1.0,1.0,deliverando
Scharfe Jausenstation,8010,% Kill Rate,83.0,58.0,deliverando
Scharfe Jausenstation,8010,Avg Time to Accept (s),316.0,447.0,deliverando
Goldene Stube,8010,# Commissionable Orders,0.0,0.0,deliverando
Goldene Stube,8010,# Negative Comments,0.0,0.0,deliverando
Goldene Stube,8010,# Positive Comments,0.0,0.0,deliverando
Neue Mühle,8010,# Commissionable Orders,0.0,0.0,deliverando
Neue Mühle,8010,# Negative Comments,0.0,0.0,deliverando
Neue Mühle,8010,# Positive Comments,0.0,0.0,deliverando
Gute Brauhaus,8055,# Commissionable Orders,0.0,9.0,deliverando
Gute Brauhaus,8055,# Negative Comments,0.0,0.0,deliverando
Gute Brauhaus,8055,# Positive Comments,0.0,0.0,deliverando
Gute Brauhaus,8055,% Kill Rate,76.0,93.0,deliverando
Grüne Weinbistro,8052,# Commissionable Orders,5.0,27.0,deliverando
Grüne Weinbistro,8052,Avg Basket Size €,17.72,27.82,deliverando
Grüne Weinbistro,8052,# Negative Comments,0.0,0.0,deliverando
Grüne Weinbistro,8052,# Positive Comments,0.0,1.0,deliverando
Grüne Weinbistro,8052,% Kill Rate,91.0,84.0,deliverando
Grüne Weinbistro,8052,Avg Time to Accept (s),1333.0,361.0,deliverando
Gebackene Waldhaus,8010,# Commissionable Orders,0.0,0.0,deliverando
Gebackene Waldhaus,8010,# Negative Comments,0.0,0.0,deliverando
Gebackene Waldhaus,8010,# Positive Comments,0.0,0.0,deliverando
Gebackene Waldhaus,8010,% Kill Rate,56.0,74.0,deliverando
Rote Hofladen,8010,# Commissionable Orders,0.0,0.0,deliverando
Rote Hofladen,8010,# Negative Comments,0.0,0.0,deliverando
Rote Hofladen,8010,# Positive Comments,0.0,0.0,deliverando
Legendary Wirt,8010,# Commissionable Orders,0.0,0.0,deliverando
Legendary Wirt,8010,# Negative Comments,0.0,0.0,deliverando
Legendary Wirt,8010,# Positive Comments,0.0,0.0,deliverando
Legendary Wirt,8010,% Kill Rate,48.0,55.0,deliverando
Roter Stüberl,8020,# Commissionable Orders,24.0,0.0,deliverando
Roter Stüberl,8020,# Negative Comments,0.0,0.0,deliverando
Roter Stüberl,8020,# Positive Comments,1.0,0.0,deliverando
Roter Stüberl,8020,% Kill Rate,53.0,48.0,deliverando
Roter Stüberl,8055,# Commissionable Orders,5.0,73.0,deliverando
Roter Stüberl,8055,Avg Basket Size €,14.38,19.67,deliverando
Roter Stüberl,8055,# Negative Comments,0.0,0.0,deliverando
Roter Stüberl,8055,# Positive Comments,0.0,1.0,deliverando
Roter Stüberl,8055,% Kill Rate,76.0,89.0,deliverando
Roter Stüberl,8055,Avg Time to Accept (s),16.0,265.0,deliverando
Blaue Rebgarten,8020,# Commissionable Orders,2.0,4.0,deliverando
Blaue Rebgarten,8020,Avg Basket Size €,31.5,17.5,deliverando
Blaue Rebgarten,8020,# Negative Comments,0.0,0.0,deliverando
Blaue Rebgarten,8020,# Positive Comments,0.0,0.0,deliverando
Blaue Rebgarten,8020,Avg Time to Accept (s),36.0,37.0,deliverando
Mühle Stüberl,8020,# Commissionable Orders,0.0,0.0,deliverando
Mühle Stüberl,8020,# Negative Comments,0.0,0.0,deliverando
Mühle Stüberl,8020,# Positive Comments,0.0,0.0,deliverando
Rasante Wirtshaus,8055,# Commissionable Orders,0.0,0.0,deliverando
Rasante Wirtshaus,8055,# Negative Comments,0.0,0.0,deliverando
Rasante Wirtshaus,8055,# Positive Comments,0.0,0.0,deliverando
Gasthof Weinlokal,8010,# Commissionable Orders,48.0,39.0,deliverando
Gasthof Weinlokal,8010,Avg Basket Size €,13.53,14.96,deliverando
Gasthof Weinlokal,8010,# Negative Comments,0.0,1.0,deliverando
Gasthof Weinlokal,8010,# Positive Comments,1.0,1.0,deliverando
Gasthof Weinlokal,8010,% Kill Rate,138.0,125.0,deliverando
Gasthof Weinlokal,8010,Avg Time to Accept (s),246.0,18.0,deliverando
Erfahrene Heuriger,8010,# Commissionable Orders,24.0,12.0,deliverando
Erfahrene Heuriger,8010,Avg Basket Size €,15.38,14.19,deliverando
Erfahrene Heuriger,8010,# Negative Comments,0.0,0.0,deliverando
Erfahrene Heuriger,8010,# Positive Comments,0.0,0.0,deliverando
Erfahrene Heuriger,8010,% Kill Rate,69.0,39.0,deliverando
Erfahrene Heuriger,8010,Avg Time to Accept (s),274.0,571.0,deliverando
Blumen Grillplatz,8054,# Commissionable Orders,17.0,19.0,deliverando
Blumen Grillplatz,8054,Avg Basket Size €,24.36,30.31,deliverando
Blumen Grillplatz,8054,# Negative Comments,0.0,0.0,deliverando
Blumen Grillplatz,8054,# Positive Comments,1.0,1.0,deliverando
Blumen Grillplatz,8054,% Kill Rate,77.0,0.07,deliverando
Blumen Grillplatz,8054,Avg Time to Accept (s),486.0,409.0,deliverando
Alpine Heuriger,8020,# Commissionable Orders,9.0,25.0,deliverando
Alpine Heuriger,8020,Avg Basket Size €,21.92,14.76,deliverando
Alpine Heuriger,8020,# Negative Comments,0.0,0.0,deliverando
Alpine Heuriger,8020,# Positive Comments,1.0,1.0,deliverando
Alpine Heuriger,8020,% Kill Rate,44.0,23.0,deliverando
Alpine Heuriger,8020,Avg Time to Accept (s),515.0,440.0,deliverando
Weinstube Küche,8010,# Commissionable Orders,5.0,2.0,deliverando
Weinstube Küche,8010,# Negative Comments,0.0,0.0,deliverando
Weinstube Küche,8010,# Positive Comments,0.0,0.0,deliverando
Weinstube Küche,8010,% Kill Rate,227.0,231.0,deliverando
Pittoreske Ort,8010,# Commissionable Orders,355.0,185.0,deliverando
Pittoreske Ort,8010,Avg Basket Size €,19.63,20.35,deliverando
Pittoreske Ort,8010,# Negative Comments,2.0,1.0,deliverando
Pittoreske Ort,8010,# Positive Comments,1.0,1.0,deliverando
Pittoreske Ort,8010,% Kill Rate,89.0,72.0,deliverando
Pittoreske Ort,8010,Avg Time to Accept (s),16.0,16.0,deliverando
Alpine Gourmet,8054,# Commissionable Orders,55.0,58.0,deliverando
Alpine Gourmet,8054,Avg Basket Size €,19.46,22.11,deliverando
Alpine Gourmet,8054,# Negative Comments,1.0,0.0,deliverando
Alpine Gourmet,8054,# Positive Comments,0.0,1.0,deliverando
Alpine Gourmet,8054,% Kill Rate,158.0,132.0,deliverando
Alpine Gourmet,8054,Avg Time to Accept (s),34.0,25.0,deliverando
Sonnige Brauerei,8010,# Commissionable Orders,66.0,35.0,deliverando
Sonnige Brauerei,8010,Avg Basket Size €,10.82,10.51,deliverando
Sonnige Brauerei,8010,# Negative Comments,0.0,0.0,deliverando
Sonnige Brauerei,8010,# Positive Comments,0.0,1.0,deliverando
Sonnige Brauerei,8010,% Kill Rate,0.06,53.0,deliverando
Sonnige Brauerei,8010,Avg Time to Accept (s),484.0,550.0,deliverando
Bäuerliche Waldhaus,8041,# Commissionable Orders,51.0,41.0,deliverando
Bäuerliche Waldhaus,8041,Avg Basket Size €,24.56,23.34,deliverando
Bäuerliche Waldhaus,8041,# Negative Comments,1.0,0.0,deliverando
Bäuerliche Waldhaus,8041,# Positive Comments,1.0,1.0,deliverando
Bäuerliche Waldhaus,8041,% Kill Rate,148.0,0.15,deliverando
Bäuerliche Waldhaus,8041,Avg Time to Accept (s),885.0,1051.0,deliverando
Alpine Schanze,8010,# Commissionable Orders,75.0,62.0,deliverando
Alpine Schanze,8010,Avg Basket Size €,11.43,10.62,deliverando
Alpine Schanze,8010,# Negative Comments,0.0,1.0,deliverando
Alpine Schanze,8010,# Positive Comments,1.0,1.0,deliverando
Alpine Schanze,8010,% Kill Rate,42.0,64.0,deliverando
Alpine Schanze,8010,Avg Time to Accept (s),426.0,563.0,deliverando
Sonnige Almhütte,8010,# Commissionable Orders,0.0,0.0,deliverando
Sonnige Almhütte,8010,# Negative Comments,0.0,0.0,deliverando
Sonnige Almhütte,8010,# Positive Comments,0.0,0.0,deliverando
Königliche Hof,8010,# Commissionable Orders,13.0,2.0,deliverando
Königliche Hof,8010,Avg Basket Size €,13.42,8.75,deliverando
Königliche Hof,8010,# Negative Comments,0.0,0.0,deliverando
Königliche Hof,8010,# Positive Comments,1.0,0.0,deliverando
Königliche Hof,8010,% Kill Rate,29.0,25.0,deliverando
Königliche Hof,8010,Avg Time to Accept (s),492.0,398.0,deliverando
Bergdorf Stuben,8010,# Commissionable Orders,5.0,0.0,deliverando
Bergdorf Stuben,8010,# Negative Comments,0.0,0.0,deliverando
Bergdorf Stuben,8010,# Positive Comments,0.0,0.0,deliverando
Bergdorf Stuben,8010,% Kill Rate,25.0,26.0,deliverando
Gemütliche Taverne,8010,# Commissionable Orders,192.0,109.0,deliverando
Gemütliche Taverne,8010,Avg Basket Size €,31.83,31.1,deliverando
Gemütliche Taverne,8010,# Negative Comments,0.0,0.0,deliverando
Gemütliche Taverne,8010,# Positive Comments,1.0,1.0,deliverando
Gemütliche Taverne,8010,% Kill Rate,93.0,91.0,deliverando
Gemütliche Taverne,8010,Avg Time to Accept (s),201.0,207.0,deliverando
Exotische Ginmill,8010,# Commissionable Orders,160.0,112.0,deliverando
Exotische Ginmill,8010,Avg Basket Size €,23.22,24.05,deliverando
Exotische Ginmill,8010,# Negative Comments,1.0,0.0,deliverando
Exotische Ginmill,8010,# Positive Comments,1.0,1.0,deliverando
Exotische Ginmill,8010,% Kill Rate,103.0,101.0,deliverando
Exotische Ginmill,8010,Avg Time to Accept (s),562.0,648.0,deliverando
Einsame Wirtshaus,8055,# Commissionable Orders,0.0,0.0,deliverando
Einsame Wirtshaus,8055,# Negative Comments,0.0,0.0,deliverando
Einsame Wirtshaus,8055,# Positive Comments,0.0,0.0,deliverando
Bunte Schänke,8020,# Commissionable Orders,720.0,1026.0,deliverando
Bunte Schänke,8020,Avg Basket Size €,26.84,27.36,deliverando
Bunte Schänke,8020,# Negative Comments,1.0,1.0,deliverando
Bunte Schänke,8020,# Positive Comments,1.0,1.0,deliverando
Bunte Schänke,8020,% Kill Rate,102.0,91.0,deliverando
Bunte Schänke,8020,Avg Time to Accept (s),16.0,12.0,deliverando
Legendary Bodega,8010,# Commissionable Orders,1010.0,1067.0,deliverando
Legendary Bodega,8010,Avg Basket Size €,21.69,23.01,deliverando
Legendary Bodega,8010,# Negative Comments,10.0,10.0,deliverando
Legendary Bodega,8010,# Positive Comments,1.0,1.0,deliverando
Legendary Bodega,8010,% Kill Rate,0.11,103.0,deliverando
Legendary Bodega,8010,Avg Time to Accept (s),17.0,18.0,deliverando
Edelweiß Schlemmerparadies,8010,# Commissionable Orders,50.0,35.0,deliverando
Edelweiß Schlemmerparadies,8010,Avg Basket Size €,15.8,15.71,deliverando
Edelweiß Schlemmerparadies,8010,# Negative Comments,0.0,0.0,deliverando
Edelweiß Schlemmerparadies,8010,# Positive Comments,1.0,1.0,deliverando
Edelweiß Schlemmerparadies,8010,% Kill Rate,56.0,56.0,deliverando
Edelweiß Schlemmerparadies,8010,Avg Time to Accept (s),297.0,314.0,deliverando
Glanzvolle Weinbistro,8020,# Commissionable Orders,98.0,74.0,deliverando
Glanzvolle Weinbistro,8020,Avg Basket Size €,24.21,26.79,deliverando
Glanzvolle Weinbistro,8020,# Negative Comments,0.0,0.0,deliverando
Glanzvolle Weinbistro,8020,# Positive Comments,1.0,1.0,deliverando
Glanzvolle Weinbistro,8020,% Kill Rate,108.0,101.0,deliverando
Glanzvolle Weinbistro,8020,Avg Time to Accept (s),427.0,460.0,deliverando
Festliche Speiselokal,8010,# Commissionable Orders,13.0,12.0,deliverando
Festliche Speiselokal,8010,Avg Basket Size €,12.35,11.72,deliverando
Festliche Speiselokal,8010,# Negative Comments,0.0,0.0,deliverando
Festliche Speiselokal,8010,# Positive Comments,1.0,1.0,deliverando
Festliche Speiselokal,8010,% Kill Rate,98.0,78.0,deliverando
Festliche Speiselokal,8010,Avg Time to Accept (s),452.0,283.0,deliverando
Bunte Kellerstüberl,8020,# Commissionable Orders,38.0,21.0,deliverando
Bunte Kellerstüberl,8020,Avg Basket Size €,11.98,9.59,deliverando
Bunte Kellerstüberl,8020,# Negative Comments,1.0,0.0,deliverando
Bunte Kellerstüberl,8020,# Positive Comments,0.0,0.0,deliverando
Bunte Kellerstüberl,8020,% Kill Rate,48.0,52.0,deliverando
Bunte Kellerstüberl,8020,Avg Time to Accept (s),325.0,333.0,deliverando
Ehrwürdige Inn,8020,# Commissionable Orders,2.0,0.0,deliverando
Ehrwürdige Inn,8020,# Negative Comments,0.0,0.0,deliverando
Ehrwürdige Inn,8020,# Positive Comments,0.0,0.0,deliverando
Ehrwürdige Inn,8020,% Kill Rate,115.0,0.05,deliverando
Heimat Kneipenlokal,8020,# Commissionable Orders,210.0,343.0,deliverando
Heimat Kneipenlokal,8020,Avg Basket Size €,21.14,21.72,deliverando
Heimat Kneipenlokal,8020,# Negative Comments,0.0,1.0,deliverando
Heimat Kneipenlokal,8020,# Positive Comments,1.0,1.0,deliverando
Heimat Kneipenlokal,8020,% Kill Rate,83.0,91.0,deliverando
Heimat Kneipenlokal,8020,Avg Time to Accept (s),13.0,11.0,deliverando
Ländliche Krug,8020,# Commissionable Orders,85.0,76.0,deliverando
Ländliche Krug,8020,Avg Basket Size €,14.85,14.6,deliverando
Ländliche Krug,8020,# Negative Comments,1.0,1.0,deliverando
Ländliche Krug,8020,# Positive Comments,1.0,1.0,deliverando
Ländliche Krug,8020,% Kill Rate,76.0,0.1,deliverando
Ländliche Krug,8020,Avg Time to Accept (s),27.0,29.0,deliverando
Prachtvolle Taverne,8020,# Commissionable Orders,106.0,68.0,deliverando
Prachtvolle Taverne,8020,Avg Basket Size €,11.75,11.79,deliverando
Prachtvolle Taverne,8020,# Negative Comments,0.0,0.0,deliverando
Prachtvolle Taverne,8020,# Positive Comments,1.0,1.0,deliverando
Prachtvolle Taverne,8020,% Kill Rate,32.0,37.0,deliverando
Prachtvolle Taverne,8020,Avg Time to Accept (s),299.0,218.0,deliverando
Frische Weinkeller,8010,# Commissionable Orders,14.0,9.0,deliverando
Frische Weinkeller,8010,Avg Basket Size €,20.61,25.06,deliverando
Frische Weinkeller,8010,# Negative Comments,0.0,0.0,deliverando
Frische Weinkeller,8010,# Positive Comments,1.0,0.0,deliverando
Frische Weinkeller,8010,% Kill Rate,136.0,59.0,deliverando
Frische Weinkeller,8010,Avg Time to Accept (s),491.0,425.0,deliverando
Glanzvolle Brauhaus,8010,# Commissionable Orders,37.0,57.0,deliverando
Glanzvolle Brauhaus,8010,Avg Basket Size €,28.08,26.5,deliverando
Glanzvolle Brauhaus,8010,# Negative Comments,0.0,1.0,deliverando
Glanzvolle Brauhaus,8010,# Positive Comments,0.0,0.0,deliverando
Glanzvolle Brauhaus,8010,% Kill Rate,114.0,132.0,deliverando
Glanzvolle Brauhaus,8010,Avg Time to Accept (s),327.0,545.0,deliverando
Märchenhafte Küche,8010,# Commissionable Orders,194.0,122.0,deliverando
Märchenhafte Küche,8010,Avg Basket Size €,18.29,19.9,deliverando
Märchenhafte Küche,8010,# Negative Comments,1.0,0.0,deliverando
Märchenhafte Küche,8010,# Positive Comments,1.0,1.0,deliverando
Märchenhafte Küche,8010,% Kill Rate,19.0,23.0,deliverando
Märchenhafte Küche,8010,Avg Time to Accept (s),372.0,347.0,deliverando
Rustikale Herrenhaus,8010,# Commissionable Orders,181.0,114.0,deliverando
Rustikale Herrenhaus,8010,Avg Basket Size €,23.99,24.77,deliverando
Rustikale Herrenhaus,8010,# Negative Comments,4.0,1.0,deliverando
Rustikale Herrenhaus,8010,# Positive Comments,1.0,1.0,deliverando
Rustikale Herrenhaus,8010,% Kill Rate,59.0,59.0,deliverando
Rustikale Herrenhaus,8010,Avg Time to Accept (s),472.0,514.0,deliverando
Rustikale Taverna,8010,# Commissionable Orders,128.0,115.0,deliverando
Rustikale Taverna,8010,Avg Basket Size €,18.32,17.05,deliverando
Rustikale Taverna,8010,# Negative Comments,0.0,1.0,deliverando
Rustikale Taverna,8010,# Positive Comments,1.0,1.0,deliverando
Rustikale Taverna,8010,% Kill Rate,39.0,47.0,deliverando
Rustikale Taverna,8010,Avg Time to Accept (s),375.0,514.0,deliverando
Bergdorf Schlösschen,8010,# Commissionable Orders,10.0,83.0,deliverando
Bergdorf Schlösschen,8010,Avg Basket Size €,22.15,20.2,deliverando
Bergdorf Schlösschen,8010,# Negative Comments,0.0,0.0,deliverando
Bergdorf Schlösschen,8010,# Positive Comments,1.0,1.0,deliverando
Bergdorf Schlösschen,8010,Avg Time to Accept (s),533.0,477.0,deliverando
Sonnige Wirtshaus,8020,# Commissionable Orders,0.0,0.0,deliverando
Sonnige Wirtshaus,8020,# Negative Comments,0.0,0.0,deliverando
Sonnige Wirtshaus,8020,# Positive Comments,0.0,0.0,deliverando
Sonnige Wirtshaus,8020,% Kill Rate,94.0,74.0,deliverando
Ruhige Soda fountain,8010,# Commissionable Orders,0.0,23.0,deliverando
Ruhige Soda fountain,8010,# Negative Comments,0.0,0.0,deliverando
Ruhige Soda fountain,8010,# Positive Comments,0.0,1.0,deliverando
Gemütliche Weinstube,8010,# Commissionable Orders,0.0,0.0,deliverando
Gemütliche Weinstube,8010,# Negative Comments,0.0,0.0,deliverando
Gemütliche Weinstube,8010,# Positive Comments,0.0,0.0,deliverando
Gemütliche Weinstube,8010,% Kill Rate,108.0,99.0,deliverando
Roter Salons,8010,# Commissionable Orders,120.0,160.0,deliverando
Roter Salons,8010,Avg Basket Size €,14.05,16.39,deliverando
Roter Salons,8010,# Negative Comments,1.0,1.0,deliverando
Roter Salons,8010,# Positive Comments,1.0,1.0,deliverando
Roter Salons,8010,% Kill Rate,68.0,69.0,deliverando
Roter Salons,8010,Avg Time to Accept (s),438.0,485.0,deliverando
Edle Drinkery,8010,# Commissionable Orders,240.0,180.0,deliverando
Edle Drinkery,8010,Avg Basket Size €,18.57,18.04,deliverando
Edle Drinkery,8010,# Negative Comments,0.0,0.0,deliverando
Edle Drinkery,8010,# Positive Comments,1.0,1.0,deliverando
Edle Drinkery,8010,% Kill Rate,49.0,0.06,deliverando
Edle Drinkery,8010,Avg Time to Accept (s),360.0,301.0,deliverando
Idyllische Klause,8020,# Commissionable Orders,144.0,98.0,deliverando
Idyllische Klause,8020,Avg Basket Size €,10.06,10.62,deliverando
Idyllische Klause,8020,# Negative Comments,1.0,2.0,deliverando
Idyllische Klause,8020,# Positive Comments,1.0,1.0,deliverando
Idyllische Klause,8020,% Kill Rate,33.0,21.0,deliverando
Idyllische Klause,8020,Avg Time to Accept (s),465.0,361.0,deliverando
Große Schenke,8010,# Commissionable Orders,72.0,82.0,deliverando
Große Schenke,8010,Avg Basket Size €,15.26,15.75,deliverando
Große Schenke,8010,# Negative Comments,0.0,3.0,deliverando
Große Schenke,8010,# Positive Comments,1.0,1.0,deliverando
Große Schenke,8010,% Kill Rate,52.0,67.0,deliverando
Große Schenke,8010,Avg Time to Accept (s),196.0,17.0,deliverando
Countrified Verköstigungszimmer,8010,# Commissionable Orders,324.0,370.0,deliverando
Countrified Verköstigungszimmer,8010,Avg Basket Size €,21.75,22.7,deliverando
Countrified Verköstigungszimmer,8010,# Negative Comments,1.0,1.0,deliverando
Countrified Verköstigungszimmer,8010,# Positive Comments,1.0,1.0,deliverando
Countrified Verköstigungszimmer,8010,% Kill Rate,77.0,74.0,deliverando
Countrified Verköstigungszimmer,8010,Avg Time to Accept (s),18.0,17.0,deliverando
Große Schenke,8010,# Commissionable Orders,230.0,313.0,deliverando
Große Schenke,8010,Avg Basket Size €,16.79,16.69,deliverando
Große Schenke,8010,# Negative Comments,1.0,2.0,deliverando
Große Schenke,8010,# Positive Comments,1.0,1.0,deliverando
Große Schenke,8010,% Kill Rate,89.0,101.0,deliverando
Große Schenke,8010,Avg Time to Accept (s),33.0,29.0,deliverando
Alte Tisch,8055,# Commissionable Orders,43.0,29.0,deliverando
Alte Tisch,8055,Avg Basket Size €,16.7,14.05,deliverando
Alte Tisch,8055,# Negative Comments,0.0,1.0,deliverando
Alte Tisch,8055,# Positive Comments,0.0,1.0,deliverando
Alte Tisch,8055,% Kill Rate,48.0,74.0,deliverando
Alte Tisch,8055,Avg Time to Accept (s),18.0,17.0,deliverando
Heimat Weinstube,8010,# Commissionable Orders,285.0,184.0,deliverando
Heimat Weinstube,8010,Avg Basket Size €,11.38,12.24,deliverando
Heimat Weinstube,8010,# Negative Comments,0.0,1.0,deliverando
Heimat Weinstube,8010,# Positive Comments,1.0,1.0,deliverando
Heimat Weinstube,8010,% Kill Rate,51.0,48.0,deliverando
Heimat Weinstube,8010,Avg Time to Accept (s),382.0,389.0,deliverando
Gute Pizzeria,8020,# Commissionable Orders,82.0,66.0,deliverando
Gute Pizzeria,8020,Avg Basket Size €,14.66,19.06,deliverando
Gute Pizzeria,8020,# Negative Comments,0.0,1.0,deliverando
Gute Pizzeria,8020,# Positive Comments,1.0,1.0,deliverando
Gute Pizzeria,8020,% Kill Rate,46.0,53.0,deliverando
Gute Pizzeria,8020,Avg Time to Accept (s),412.0,373.0,deliverando
Exotische Weinkneipe,8010,# Commissionable Orders,28.0,18.0,deliverando
Exotische Weinkneipe,8010,Avg Basket Size €,19.72,17.32,deliverando
Exotische Weinkneipe,8010,# Negative Comments,2.0,0.0,deliverando
Exotische Weinkneipe,8010,# Positive Comments,0.0,1.0,deliverando
Exotische Weinkneipe,8010,% Kill Rate,83.0,68.0,deliverando
Exotische Weinkneipe,8010,Avg Time to Accept (s),387.0,402.0,deliverando
Rote Platzl,8020,# Commissionable Orders,43.0,42.0,deliverando
Rote Platzl,8020,Avg Basket Size €,24.95,24.26,deliverando
Rote Platzl,8020,# Negative Comments,0.0,0.0,deliverando
Rote Platzl,8020,# Positive Comments,1.0,1.0,deliverando
Rote Platzl,8020,% Kill Rate,118.0,135.0,deliverando
Rote Platzl,8020,Avg Time to Accept (s),283.0,243.0,deliverando
Alte Pinte,8041,# Commissionable Orders,104.0,171.0,deliverando
Alte Pinte,8041,Avg Basket Size €,27.72,25.97,deliverando
Alte Pinte,8041,# Negative Comments,0.0,1.0,deliverando
Alte Pinte,8041,# Positive Comments,1.0,1.0,deliverando
Alte Pinte,8041,% Kill Rate,97.0,88.0,deliverando
Alte Pinte,8041,Avg Time to Accept (s),334.0,13.0,deliverando
Herzog Jausenstation,8010,# Commissionable Orders,489.0,494.0,deliverando
Herzog Jausenstation,8010,Avg Basket Size €,17.03,17.95,deliverando
Herzog Jausenstation,8010,# Negative Comments,0.0,2.0,deliverando
Herzog Jausenstation,8010,# Positive Comments,1.0,1.0,deliverando
Herzog Jausenstation,8010,% Kill Rate,33.0,44.0,deliverando
Herzog Jausenstation,8010,Avg Time to Accept (s),451.0,524.0,deliverando
Stilvolle Taverna,8010,# Commissionable Orders,35.0,27.0,deliverando
Stilvolle Taverna,8010,Avg Basket Size €,24.39,22.38,deliverando
Stilvolle Taverna,8010,# Negative Comments,0.0,0.0,deliverando
Stilvolle Taverna,8010,# Positive Comments,1.0,0.0,deliverando
Stilvolle Taverna,8010,% Kill Rate,129.0,118.0,deliverando
Stilvolle Taverna,8010,Avg Time to Accept (s),670.0,491.0,deliverando
Blumen Kneipenlokal,8010,# Commissionable Orders,0.0,0.0,deliverando
Blumen Kneipenlokal,8010,# Negative Comments,0.0,0.0,deliverando
Blumen Kneipenlokal,8010,# Positive Comments,0.0,0.0,deliverando
Bäuerliche Grillroom,8010,# Commissionable Orders,10.0,11.0,deliverando
Bäuerliche Grillroom,8010,Avg Basket Size €,26.42,24.37,deliverando
Bäuerliche Grillroom,8010,# Negative Comments,0.0,0.0,deliverando
Bäuerliche Grillroom,8010,# Positive Comments,0.0,1.0,deliverando
Bäuerliche Grillroom,8010,% Kill Rate,41.0,32.0,deliverando
Bäuerliche Grillroom,8010,Avg Time to Accept (s),322.0,267.0,deliverando
