name,zip,orders,month,delivery_service
Goldene Schanke,1100,44,1,competition
Wein Weinlokal,5020,42,1,competition
Quaint Juke joint,6068,0,1,competition
Bunte Lokal,8010,126,1,competition
Elegante Bierbrunnen,1030,1740,1,competition
Elegante Pizzeria,8740,9,1,competition
Maritime Stadl,2821,493,1,competition
Stille Drinkery,1170,4,1,competition
Verträumte Inn,3300,808,1,competition
Fischer Burg,8010,547,1,competition
Sonnige Gasthof,8010,1,1,competition
Bustling Festscheune,3251,3,1,competition
Nostalgische Stadl,4020,7,1,competition
Fröhliche Verköstigungszimmer,6020,7,1,competition
Blauer Ginmill,1060,47,1,competition
Gebackene Eck,1080,4,1,competition
Holz Herrenhaus,1100,294,1,competition
Romantische Schenke,6130,330,1,competition
Rote Alm,1150,129,1,competition
Festliche Burg,1050,10,1,competition
Ländliche Eatery,2700,89,1,competition
Bergdorf Club,3350,6,1,competition
Sonnen Stuben,1020,47,1,competition
Goldene Club,1150,351,1,competition
Bunte Grillplatz,2345,604,1,competition
Hof Winkel,8010,5,1,competition
Erfahrene Ecke,5020,47,1,competition
Idyllische Schenke,8020,367,1,competition
Roter See,1180,10,1,competition
Wirtshaus Tisch,6060,552,1,competition
Bergdorf Eatery,9020,41,1,competition
Alte Keller,7551,233,1,competition
Adventurous Weinkeller,5020,695,1,competition
Sonnen Club,1090,864,1,competition
Bäuerliche Hofbräu,3140,438,1,competition
Bergdorf Palast,8020,208,1,competition
Roter See,1110,48,1,competition
Ländliche Eck,1180,377,1,competition
Berg Braustube,3133,402,1,competition
Adventurous Rittersaal,1230,695,1,competition
Kleine Felsenkeller,1140,327,1,competition
Wirtshaus Almhütte,1010,46,1,competition
Maritime Weinkeller,8053,890,1,competition
Scharfe Hofladen,1100,121,1,competition
Wiener Watering hole,8020,48,1,competition
Blauer Weinlokal,2823,494,1,competition
Idyllische Winkel,5723,724,1,competition
Stern Schenke,2525,468,1,competition
Adventurous Kneipe,9433,148,1,competition
Gebackene Scheune,4400,152,1,competition
Hohe Hideaway,8430,525,1,competition
Rustikale Platz,1060,285,1,competition
Legendary Hideaway,9020,85,1,competition
Festliche Bierbrunnen,1080,2,1,competition
Frische Hütte,6020,169,1,competition
Wiener Almhütte,1090,40,1,competition
Stilvolle Zirbelstube,1020,5,1,competition
Wirtshaus Bräustüberl,1100,606,1,competition
Idyllische Keller,1190,7,1,competition
Prachtvolle Weinbar,2620,249,1,competition
Kaiser Bodega,6170,489,1,competition
Wirtshaus Weinbar,8054,694,1,competition
Elegante Ginmill,1210,569,1,competition
Countrified Bierbrunnen,1030,1701,1,competition
Romantische Taverne,8600,405,1,competition
Traditionsreiche Stubn,1190,7,1,competition
Rustikale Ginmill,1190,165,1,competition
Exotische Feuerstelle,1010,5,1,competition
Opulent Alm,1070,404,1,competition
Kaiser Blick,4810,405,1,competition
Roter Waldhaus,2000,87,1,competition
Wald Almhütte,2353,333,1,competition
Glänzende Tanzlokal,8010,8,1,competition
Herzliche Bräustüberl,1100,162,1,competition
Ruhige Eatery,1100,165,1,competition
Roter See,1030,2,1,competition
Gasthof See,8410,548,1,competition
Alte Schlemmerparadies,1010,488,1,competition
Prachtvolle Taverne,8020,128,1,competition
Herzog Kellerstüberl,4020,492,1,competition
Elegante Ratsstube,9813,265,1,competition
Romantische Watering hole,8580,1,1,competition
Prachtvolle Küche,6020,84,1,competition
Quaint Kneipe,9020,7,1,competition
Ehrwürdige Keller,1060,2,1,competition
Alpen Bräustüberl,1070,123,1,competition
Legendary Kellerstüberl,8010,285,1,competition
Legendary Südseeparadies,9413,492,1,competition
Edle Gesellschaftsraum,1010,5,1,competition
Bäuerliche Festscheune,1150,454,1,competition
Dörfler Gaststube,4060,690,1,competition
Glänzende Soda fountain,2340,493,1,competition
Verzauberte Schmiede,1180,2,1,competition
Verzauberte Stubn,2225,287,1,competition
Kleine Speiselokal,4020,706,1,competition
Sonnige Wirtshaus,1030,1298,1,competition
Neue Watering hole,1030,9,1,competition
Stilvolle Stadl,6771,753,1,competition
Herbstliche Weinbar,1110,860,1,competition
Gastfreundliche Kneipe,1160,3,1,competition
Bunte Brauhaus,1010,1,1,competition
Rote Kneipenlokal,4020,211,1,competition
Königliche Hofbräu,1020,258,1,competition
Nostalgische Watering hole,4614,655,1,competition
Magische Tisch,8010,606,1,competition
Ruhige Hofladen,2320,9,1,competition
Bunte Hofbräu,1210,129,1,competition
Ruhige Schlemmerparadies,4020,5,1,competition
Traditionelle Kneipe,8020,1213,1,competition
Bäuerliche See,4020,372,1,competition
Bergdorf Platz,2120,48,1,competition
Pittoreske Tafelspitz,1190,207,1,competition
Kaiser Waldhaus,1090,4,1,competition
Mozart Feuerstelle,8020,251,1,competition
Blaue Winkel,6020,528,1,competition
Blaue Schlösschen,1180,1637,1,competition
Kleine Platz,1200,809,1,competition
Erfahrene Eck,1110,168,1,competition
Fischer Scheune,1160,208,1,competition
Elegante Schmankerl,5020,732,1,competition
Einsame Grillplatz,1230,90,1,competition
Rote Wanderhütte,1090,5,1,competition
Legendary Speisesaal,9500,317,1,competition
Erfahrene Ratskeller,1140,449,1,competition
Fischer Gastgewölbe,2340,252,1,competition
Kaiser Salons,8041,88,1,competition
Märchenhafte Tenne,1200,649,1,competition
Zirben Herberge,1100,288,1,competition
Goldene Drinkery,1110,663,1,competition
Gastfreundliche Mühle,1070,5,1,competition
Goldene Jausenstation,1200,566,1,competition
Grüne Schankstube,5020,172,1,competition
Gemütliche Soda fountain,1180,403,1,competition
Stern Bierstube,6912,576,1,competition
Legendary Krug,2700,604,1,competition
Große Pinte,1160,164,1,competition
Rustikale Weinkneipe,4614,583,1,competition
Malerische Herberge,1090,41,1,competition
Grüne Schmiede,7142,291,1,competition
Einsame Speiselokal,3500,163,1,competition
Gesellige Speiselokal,8055,169,1,competition
Schöne Weinbistro,1190,130,1,competition
Maritime Bodega,5280,404,1,competition
Bäuerliche Winkel,8160,534,1,competition
Ländliche Waldhaus,1080,205,1,competition
Idyllische Klause,8020,87,1,competition
Bäuerliche Heuriger,1040,8,1,competition
Rote Gourmet,1220,10,1,competition
Fischer Speakeasy,1190,0,1,competition
Ruhige Taverne,1200,319,1,competition
Verzauberte Heuriger,8010,3,1,competition
Sanfte Ratsstube,3481,617,1,competition
Sanfte Esszimmer,1200,6,1,competition
Große Wanderhütte,5202,527,1,competition
Bunte Keller,5101,2,1,competition
Königliche See,1140,7,1,competition
Stille Weinkeller,6719,4,1,competition
Nostalgische Verköstigungszimmer,6800,818,1,competition
Sanfte Weinlokal,8010,3,1,competition
Sanfte Stubn,1220,572,1,competition
Wolkenkratzer Jausenstation,6020,570,1,competition
Holz Ratskeller,5020,7,1,competition
Bunte Grillplatz,2020,579,1,competition
Große Krug,6900,863,1,competition
Herzog Jausenstation,8010,325,1,competition
Himmel Ginmill,1210,1018,1,competition
Blauer Gastzimmer,1010,721,1,competition
Legendary Bauernhof,1030,366,1,competition
Sanfte Speisesaal,4300,353,1,competition
Rauchige Weinkneipe,2351,689,1,competition
Stilvolle Waldhaus,8402,462,1,competition
Pittoreske Schänke,3003,402,1,competition
Weinstube Wirtshaus,1080,45,1,competition
Winterliche Rathskeller,2700,316,1,competition
Glanzvolle Gaststube,6300,528,1,competition
Nostalgische Speiselokal,1070,487,1,competition
Berg Gaststube,4663,663,1,competition
Verträumte Felsenkeller,8020,125,1,competition
Gesellige Eatery,1030,238,1,competition
Rustikale Ort,1070,9,1,competition
Gute Südseeparadies,6900,552,1,competition
Quaint Waldhaus,3002,232,1,competition
Countrified Eck,4400,327,1,competition
Stern Biergarten,1090,2,1,competition
Hohe Keller,6020,204,1,competition
Elegante Stube,5020,897,1,competition
Himmel Esszimmer,3100,166,1,competition
Bustling Almhütte,8020,42,1,competition
Exotische Südseeparadies,6890,752,1,competition
Rustikale Schankstube,1040,412,1,competition
Wiener Kneipenlokal,1160,5,1,competition
Silberne Tafelspitz,5020,3,1,competition
Mozart Biergarten,5280,284,1,competition
Magische Inn,1030,3,1,competition
Alpen Eck,1060,291,1,competition
Adventurous Esszimmer,4020,47,1,competition
Grüne Rittersaal,3107,165,1,competition
Bergdorf Stuben,8010,2,1,competition
Magische Inn,4223,1035,1,competition
Kleine Brauerei,1150,424,1,competition
Rauchige Inn,5640,6,1,competition
Wald Küche,6850,292,1,competition
Goldene Burg,3100,7,1,competition
Wirtshaus Tal,3180,131,1,competition
Herzliche Hideaway,1170,654,1,competition
Winterliche Grillplatz,5020,87,1,competition
Opulent Platz,8010,663,1,competition
Verträumte Weinlokal,8010,2,1,competition
Moderne Tisch,1220,690,1,competition
Exotische Hütte,1210,814,1,competition
Romantische Kneipenlokal,1140,128,1,competition
Malerische Burg,1070,7,1,competition
Schöne Gaststube,8010,571,1,competition
Idyllische Herrenhaus,8010,5,1,competition
Roter Kneipenlokal,6100,9,1,competition
Kaiser Pizzeria,1160,1098,1,competition
Gebackene Festscheune,5020,3,1,competition
Gemütliche Klause,1110,775,1,competition
Elegante Weinbar,1040,201,1,competition
Gasthof Watering hole,3433,467,1,competition
Mozart Zirbelstube,1160,125,1,competition
Festliche Tisch,8020,234,1,competition
Pittoreske Speisesaal,1180,3,1,competition
Wirtshaus Grillplatz,1040,5,1,competition
Bunte Esszimmer,4600,328,1,competition
Legendary Tenne,6020,530,1,competition
Herzog Schanze,1210,207,1,competition
Countrified Klause,6020,45,1,competition
Quaint Café,1010,612,1,competition
Kaiser Gastzimmer,6020,86,1,competition
Malerische Schenke,6020,9,1,competition
Verträumte Weinstube,1010,352,1,competition
Fröhliche Weinbar,4222,603,1,competition
Moderne Bräustüberl,4020,9,1,competition
Adventurous Burg,1120,856,1,competition
Ruhige Café,1180,924,1,competition
Rustikale Braustube,6060,1011,1,competition
Bäuerliche Waldhaus,8010,897,1,competition
Stern Almhütte,6020,573,1,competition
Hof Garten,8600,609,1,competition
Blauer Blick,6850,1019,1,competition
Moderne Weinkneipe,4600,1501,1,competition
Alte Taverne,3100,5,1,competition
Ruhige Heuriger,3202,167,1,competition
Verträumte Brauerei,1010,7,1,competition
Exotische Schmiede,3161,346,1,competition
Countrified Schänke,1080,7,1,competition
Neue Schlemmerparadies,1110,152,1,competition
Weinstube Schmankerl,4040,1102,1,competition
Gasthof Schanze,1170,47,1,competition
Mozart Almhütte,8010,169,1,competition
Alpen Hangout,1040,782,1,competition
Kultivierte Dorfschenke,2500,371,1,competition
Moderne Café,1080,1,1,competition
Blaue Gastzimmer,1030,3,1,competition
Herbstliche Tenne,1230,3,1,competition
Wald Schanze,3652,289,1,competition
Stilvolle Verköstigungszimmer,1230,656,1,competition
Glänzende Taverne,1190,893,1,competition
Prachtvolle Ratskeller,3400,975,1,competition
Rote Salons,1150,3,1,competition
Silberne Heuriger,1050,263,1,competition
Verzauberte Stube,1160,838,1,competition
Wein Heuriger,1150,90,1,competition
Rote Rathskeller,4400,615,1,competition
Hohe Ort,6020,2,1,competition
Mozart Eatery,1050,46,1,competition
Wolkenkratzer Weinstube,2304,9,1,competition
Rustikale Gasthof,1140,566,1,competition
Pittoreske Stuben,5400,285,1,competition
Glanzvolle Gastgewölbe,1090,46,1,competition
Magische Biergarten,1040,48,1,competition
Ruhige Stadl,8051,897,1,competition
Mozart Schänke,5280,7,1,competition
Kaiser Rittersaal,6700,1892,1,competition
Blaue Eck,8580,6,1,competition
Traditionsreiche Schlösschen,1120,8,1,competition
Zirben Hof,5201,122,1,competition
Bergdorf Stube,1100,689,1,competition
Sanfte Klause,1020,9,1,competition
Goldene Dorf,2460,488,1,competition
Adventurous Biergarten,1160,204,1,competition
Königliche Weinbistro,8160,407,1,competition
Alpen Club,1180,694,1,competition
Alpen Küche,6900,408,1,competition
Fröhliche Herberge,8010,42,1,competition
Legendary Speakeasy,1190,324,1,competition
Gebackene Küche,6068,891,1,competition
Opulent Alm,1210,165,1,competition
Herzliche Stadl,8010,782,1,competition
Alte Zimmer,2434,776,1,competition
Adventurous Gastgewölbe,1030,6,1,competition
Traditionsreiche Blick,8052,408,1,competition
Stille Hideaway,6700,448,1,competition
Geheimnisvolle Speiselokal,9020,4,1,competition
Einsame Jausenstation,2340,690,1,competition
Gebackene Schanke,4030,0,1,competition
Ehrwürdige Jausenstation,8020,49,1,competition
Kaiser Garten,1200,5,1,competition
Gute Wirtshaus,3425,491,1,competition
Festliche Blick,1080,146,1,competition
Verträumte Tisch,6842,332,1,competition
Gebackene Stubn,4020,490,1,competition
Grüne Festscheune,1060,41,1,competition
Kleine Jausenstation,1010,3,1,competition
Sanfte Kneipenlokal,2700,10,1,competition
Exotische Drinkery,1170,603,1,competition
Blaue Stubn,1140,238,1,competition
Romantische Speisesaal,1100,1,1,competition
Bustling Bierstube,8700,1139,1,competition
Mozart Speiselokal,1060,8,1,competition
Ruhige See,6971,669,1,competition
Verträumte Wirtshaus,1020,344,1,competition
Kleine Brauerei,4020,406,1,competition
Berg Schanze,4020,41,1,competition
Nostalgische Gastzimmer,6020,208,1,competition
Blauer Stüberl,8020,288,1,competition
Mühle Inn,6020,131,1,competition
Himmel Platz,4020,304,1,competition
Herbstliche Taverna,4050,285,1,competition
Zirben Festscheune,6020,693,1,competition
Alpine Tenne,6020,9,1,competition
Neue Hideaway,8010,9,1,competition
Wein Wirtshaus,1010,7,1,competition
Verträumte Ecke,4073,295,1,competition
Blaue Schlösschen,4050,323,1,competition
Hof Winery,1130,129,1,competition
Roter Brauhaus,8010,569,1,competition
Moderne Speakeasy,1090,9,1,competition
Kaiser Schänke,1100,48,1,competition
Neue Wanderhütte,2514,2,1,competition
Quaint Wirt,4600,581,1,competition
Idyllische Gasthof,1100,401,1,competition
Blumen Speiselokal,4030,368,1,competition
Moderne Brauerei,7210,45,1,competition
Kleine Brauerei,1010,663,1,competition
Blaue Grillplatz,6063,6,1,competition
Neue Hofladen,1060,9,1,competition
Magische Hof,2700,267,1,competition
Grüne Winkel,1200,380,1,competition
Edelweiß Stuben,8435,696,1,competition
Rustikale Zirbelstube,2230,609,1,competition
Fischer Tal,1200,935,1,competition
Maritime Lokal,4070,4,1,competition
Kleine Winkel,1100,926,1,competition
Quaint Ecke,1100,174,1,competition
Sonnen Speisesaal,1220,802,1,competition
Bauer Küche,8010,0,1,competition
Verträumte Weinkeller,1120,335,1,competition
Gesellige Feuerstelle,6020,6,1,competition
Bunte Wirtshaus,1100,925,1,competition
Alpine Schenke,1080,4,1,competition
Grüne Dive,4600,290,1,competition
Blaue Küche,1050,3,1,competition
Goldene Alm,1010,1,1,competition
Countrified Feuerstelle,8010,207,1,competition
Frische Weinkeller,8010,164,1,competition
Ruhige Rittersaal,2380,455,1,competition
Berg Gastzimmer,6020,252,1,competition
Adventurous Weinbar,2320,409,1,competition
Bäuerliche Festscheune,1230,287,1,competition
Sanfte Stube,1090,250,1,competition
Rustikale Ecke,1020,1979,1,competition
Himmel Tanzlokal,6134,638,1,competition
Scharfe Club,2333,7,1,competition
Gastfreundliche Dorfschenke,6310,83,1,competition
Hohe Winery,6020,211,1,competition
Stilvolle Kaminzimmer,1180,229,1,competition
Bunte Zimmer,1100,413,1,competition
Berg Schlösschen,1050,7,1,competition
Gasthof Rittersaal,6112,1124,1,competition
Gesellige Weinkneipe,1080,44,1,competition
Goldene Gourmet,2384,350,1,competition
Legendary Schmiede,1050,286,1,competition
Rauchige Wanderhütte,8020,892,1,competition
Exotische Ecke,1190,244,1,competition
Blaue Tanzschuppen,6850,777,1,competition
Pittoreske Felsenkeller,6850,44,1,competition
Dörfler Schanke,6020,90,1,competition
Sanfte Taverna,1030,6,1,competition
Verträumte Hideaway,8020,4,1,competition
Adventurous Blick,3150,1582,1,competition
Legendary Soda fountain,6020,88,1,competition
Wolkenkratzer Bräustüberl,1120,2,1,competition
Alte Taverna,6020,8,1,competition
Stille Taverna,1040,6,1,competition
Blaue Alm,1020,634,1,competition
Rustikale Burg,1090,9,1,competition
Wiener Küche,2344,568,1,competition
Kleine Café,3500,811,1,competition
Kaiser Salons,1120,10,1,competition
Nostalgische Krug,1060,7,1,competition
Hof Haus,1120,89,1,competition
Wald Scheune,2340,346,1,competition
Opulent Bierbrunnen,1050,166,1,competition
Opulent Alm,1220,8,1,competition
Alpen Dorfschenke,5020,327,1,competition
Edelweiß Stuben,8330,10,1,competition
Ruhige Soda fountain,8041,124,1,competition
Wiener Haus,1140,41,1,competition
Ruhige Weinkneipe,2500,46,1,competition
Alpen Klause,8700,206,1,competition
Kleine Alm,1210,46,1,competition
Quaint Taverna,1010,6,1,competition
Rasante Schlösschen,8010,4,1,competition
Frische Bräustüberl,9020,9,1,competition
Kleine Brauerei,1020,889,1,competition
Bauer Palast,8020,410,1,competition
Neue Bierstube,1150,1023,1,competition
Goldene Schmankerl,1030,3,1,competition
Ruhige Scheune,5020,404,1,competition
Quaint Bauernhof,6841,604,1,competition
Glanzvolle Hütte,1010,146,1,competition
Blumen Stube,5162,2,1,competition
Gesellige Blick,1090,289,1,competition
Nostalgische Eatery,8010,1204,1,competition
Einsame Ratskeller,1140,288,1,competition
Heimat Rathskeller,1070,374,1,competition
Romantische Gastgewölbe,8073,1063,1,competition
Heimat Eck,8010,368,1,competition
Weinstube Soda fountain,1090,3,1,competition
Goldene Weinlokal,1170,449,1,competition
Köstliche Gasthof,1100,663,1,competition
Prachtvolle Kaminzimmer,8010,168,1,competition
Grüne Brauhaus,5020,5,1,competition
Idyllische Eatery,1070,691,1,competition
Exotische Eck,4040,10,1,competition
Idyllische Gaststube,5020,88,1,competition
Edle Garten,4040,4,1,competition
Herbstliche Tanzlokal,1230,4,1,competition
Sonnige Krug,1060,330,1,competition
Hohe Wanderhütte,2435,48,1,competition
Elegante Schmankerl,1110,9,1,competition
Königliche Bräustüberl,8454,7,1,competition
Silberne See,3244,9,1,competition
Adventurous Kellerstüberl,3300,548,1,competition
Blumen Bräustüberl,1210,818,1,competition
Verzauberte Ginmill,1120,406,1,competition
Gasthof Bräustüberl,6330,1583,1,competition
Rustikale Juke joint,1220,3,1,competition
Schöne Gourmet,1020,8,1,competition
Ruhige Küche,4040,7,1,competition
Wirtshaus Krug,8010,88,1,competition
Ehrwürdige Feuerstelle,4050,373,1,competition
Grüne Krug,5730,328,1,competition
Mühle Salons,1090,4,1,competition
Bauer Felsenkeller,1080,8,1,competition
Adventurous Soda fountain,8720,636,1,competition
Grüne Grillroom,4210,738,1,competition
Bunte Speiselokal,3710,41,1,competition
Rustikale Keller,2000,6,1,competition
Geheimnisvolle Taverna,2351,322,1,competition
Bäuerliche Waldhaus,8075,551,1,competition
Rustikale Gastzimmer,1130,121,1,competition
Quaint Grillroom,4053,150,1,competition
Rustikale Wanderhütte,3390,289,1,competition
Gasthof Küche,1030,206,1,competition
Heimat Rebgarten,3100,1149,1,competition
Ländliche Schankstube,6330,527,1,competition
Prachtvolle Hofbräu,5020,43,1,competition
Magische Schänke,2700,1,1,competition
Himmel Kaminzimmer,8501,351,1,competition
Roter Hofbräu,1100,121,1,competition
Nostalgische Hofbräu,8020,9,1,competition
Fischer Küche,1030,1,1,competition
Blaue Pinte,4020,210,1,competition
Gemütliche Gesellschaftsraum,2630,245,1,competition
Verzauberte Kneipenlokal,6020,1093,1,competition
Mozart Biergarten,2540,805,1,competition
Wiener Tenne,4020,734,1,competition
Hohe Kneipe,5020,83,1,competition
Gemütliche Hofbräu,3002,6,1,competition
Königliche Jausenstation,1010,43,1,competition
Kleine Tanzlokal,1100,325,1,competition
Stern Gesellschaftsraum,5020,126,1,competition
Exotische Inn,1160,43,1,competition
Scharfe Stadl,8720,292,1,competition
Blumen Alm,6020,152,1,competition
Gastfreundliche Kellerstüberl,1180,244,1,competition
Hohe Rittersaal,1170,1300,1,competition
Dörfler Küche,1100,175,1,competition
Roter Ort,6700,493,1,competition
Heimat Bierstube,1010,6,1,competition
Sonnige Watering hole,3363,288,1,competition
Verträumte Mühle,6020,897,1,competition
Berg Eck,5020,1788,1,competition
Verträumte Drinkery,1020,366,1,competition
Kaiser Scheune,1150,460,1,competition
Goldene Kellerstüberl,8160,8,1,competition
Mühle Bierbrunnen,8010,2,1,competition
Ländliche Wirt,8010,43,1,competition
Sonnen Feuerstelle,2630,90,1,competition
Schöne Almhütte,4020,729,1,competition
Einsame Hangout,6840,248,1,competition
Traditionelle Heuriger,3321,2,1,competition
Romantische Gastzimmer,8010,527,1,competition
Moderne Jausenstation,6020,5,1,competition
Neue Stadl,4020,85,1,competition
Wald Kellerstüberl,1030,489,1,competition
Bustling Tisch,1210,690,1,competition
Gemütliche Speiselokal,8020,368,1,competition
Gemütliche Weinkeller,1130,5,1,competition
Goldene Ort,2344,406,1,competition
Bäuerliche Festscheune,1220,364,1,competition
Wiener Tal,2500,446,1,competition
Ländliche Krug,1160,3,1,competition
Roter See,1070,462,1,competition
Pittoreske Kellerstüberl,1190,2726,1,competition
Sonnige Stube,1100,168,1,competition
Ehrwürdige Schlemmerparadies,5020,491,1,competition
Romantische Ort,2333,609,1,competition
Winterliche Schanze,1090,333,1,competition
Stern Tafelspitz,1100,1297,1,competition
Weinstube Kneipenlokal,4060,89,1,competition
Erfahrene Tafelspitz,4303,128,1,competition
Festliche Biergarten,4020,123,1,competition
Idyllische Stubn,4662,447,1,competition
Geheimnisvolle Tanzschuppen,3830,237,1,competition
Blaue Keller,1070,6,1,competition
Gute Ecke,3650,83,1,competition
Blumen Winery,1190,229,1,competition
Märchenhafte Feuerstelle,1110,8,1,competition
Bäuerliche Jausenstation,1020,804,1,competition
Roter Bodega,4400,486,1,competition
Gebackene Rathskeller,8010,412,1,competition
Legendary Esszimmer,1150,3891,1,competition
Heimat Küche,1220,1668,1,competition
Exotische Weinbar,1110,430,1,competition
Gemütliche Taverne,6020,466,1,competition
Silberne Gastzimmer,1090,81,1,competition
Rauchige Winery,4020,284,1,competition
Scharfe Schenke,1210,162,1,competition
Holz Rebgarten,1230,4,1,competition
Winterliche Schlemmerparadies,2000,9,1,competition
Heimat Tal,4020,10,1,competition
Prachtvolle Pinte,6020,691,1,competition
Wein Schänke,8020,4,1,competition
Festliche Zimmer,3390,977,1,competition
Kaiser Salons,5020,1258,1,competition
Gesellige Südseeparadies,4230,722,1,competition
Glänzende Ort,6353,84,1,competition
Hof Schmankerl,6020,320,1,competition
Wald Braustube,6068,666,1,competition
Holz See,1010,8,1,competition
Gastfreundliche Wirtshaus,1170,9,1,competition
Blaue Hütte,2435,8,1,competition
Exotische Küche,1120,210,1,competition
Prachtvolle Schmiede,1200,8,1,competition
Bäuerliche Kneipenlokal,3424,610,1,competition
Rote Taverne,6450,5,1,competition
Ländliche Hideaway,1090,8,1,competition
Pittoreske Alm,5020,3,1,competition
Königliche Wirt,1100,207,1,competition
Sonnen Almhütte,2721,3,1,competition
Frische Dorf,2435,494,1,competition
Malerische Tanzschuppen,1070,129,1,competition
Herzliche Ort,8053,805,1,competition
Blauer Salons,1180,1668,1,competition
Rasante Stube,6500,317,1,competition
Rote Club,1210,207,1,competition
Herzog Zirbelstube,8043,212,1,competition
Sanfte Winkel,8570,210,1,competition
Holz Schlösschen,6020,695,1,competition
Dörfler Palast,4407,264,1,competition
Adventurous Watering hole,3800,6,1,competition
Wein Lokal,5020,44,1,competition
Zirben Heuriger,6971,5,1,competition
Einsame Stadl,5020,449,1,competition
Exotische Pinte,1060,83,1,competition
Stilvolle Taverna,8036,295,1,competition
Roter See,6020,8,1,competition
Ehrwürdige Schmankerl,8010,245,1,competition
Ruhige Blick,4850,9,1,competition
Adventurous Stadl,1010,168,1,competition
Roter Stüberl,5020,212,1,competition
Einsame Heuriger,1150,89,1,competition
Rustikale Juke joint,1060,149,1,competition
Schloss Stuben,1030,617,1,competition
Magische Tal,1060,1,1,competition
Große Herberge,1160,287,1,competition
Weinstube Club,4040,329,1,competition
Bäuerliche Wanderhütte,3470,128,1,competition
Stilvolle Hofbräu,1090,349,1,competition
Edle Drinkery,8010,690,1,competition
Bustling Herberge,5020,6,1,competition
Rustikale Heuriger,1150,290,1,competition
Festliche Weinbistro,9020,43,1,competition
Holz Weinbar,6112,532,1,competition
Countrified Kneipenlokal,1130,42,1,competition
Gebackene Jausenstation,7100,245,1,competition
Alte Garten,1020,321,1,competition
Ehrwürdige Schankstube,1110,211,1,competition
Romantische Scheune,1040,6,1,competition
Stilvolle Rathskeller,4600,648,1,competition
Festliche Platz,4040,365,1,competition
Glänzende Südseeparadies,1070,253,1,competition
Romantische Tal,1150,807,1,competition
Herzliche Schlemmerparadies,1070,129,1,competition
Rustikale Felsenkeller,8010,8,1,competition
Ländliche Tanzlokal,3100,369,1,competition
Grüne Tisch,1090,371,1,competition
Große Zirbelstube,2164,245,1,competition
Verträumte Keller,1180,8,1,competition
Königliche Palast,4020,211,1,competition
Herzliche Tanzschuppen,2514,0,1,competition
Holz Kneipenlokal,8020,4,1,competition
Gesellige Herrenhaus,3100,9,1,competition
Rustikale Stubn,1080,610,1,competition
Erfahrene Schmiede,5020,6,1,competition
Bergdorf Rebgarten,1100,208,1,competition
Sonnen Rebgarten,1070,88,1,competition
Heimat Felsenkeller,1160,838,1,competition
Winterliche Gastzimmer,8431,164,1,competition
Gemütliche Tanzlokal,1230,450,1,competition
Winterliche Wirtshaus,2232,207,1,competition
Romantische Schenke,8344,42,1,competition
Grüne Heuriger,1100,208,1,competition
Gute Mühle,3462,375,1,competition
Alpine Blick,8010,83,1,competition
Köstliche Krug,6020,809,1,competition
Ehrwürdige Taverna,1020,4,1,competition
Kultivierte Dive,3300,376,1,competition
Ehrwürdige Wirt,1030,747,1,competition
Wirtshaus Südseeparadies,2231,90,1,competition
Ruhige Bauernhof,8020,533,1,competition
Adventurous Bauernhof,2440,9,1,competition
Maritime Juke joint,1030,496,1,competition
Alte Tal,8662,91,1,competition
Stilvolle Lokal,4600,550,1,competition
Holz Stüberl,2340,533,1,competition
Königliche Dive,1160,497,1,competition
Herzliche Südseeparadies,1100,691,1,competition
Blaue Dorf,9500,545,1,competition
Kaiser Stadl,5020,168,1,competition
Gastfreundliche Kaminzimmer,9500,1,1,competition
Hof Grillroom,1160,251,1,competition
Glänzende Kellerstüberl,5020,41,1,competition
Berg Esszimmer,9500,7,1,competition
Wolkenkratzer Zirbelstube,8042,451,1,competition
Rustikale Weinkeller,1210,571,1,competition
Geheimnisvolle Weinbistro,1070,3,1,competition
Romantische Braustube,1010,148,1,competition
Erfahrene Schänke,1030,4,1,competition
Quaint Garten,4020,331,1,competition
Stilvolle Küche,1220,533,1,competition
Mühle Palast,6700,580,1,competition
Alpine Almhütte,2340,5,1,competition
Verträumte Schänke,1210,4,1,competition
Grüne Dorf,6020,126,1,competition
Rustikale Verköstigungszimmer,8020,49,1,competition
Herzliche Rebgarten,2540,574,1,competition
Zirben Tenne,2483,211,1,competition
Königliche Kneipe,1010,0,1,competition
Heimat Burg,3250,811,1,competition
Mozart Weinbistro,6020,4,1,competition
Moderne Tanzschuppen,8020,209,1,competition
Glanzvolle Hof,1070,199,1,competition
Grüne Braustube,2500,655,1,competition
Ruhige Lokal,2700,230,1,competition
Maritime Gesellschaftsraum,1070,693,1,competition
Berg Schlemmerparadies,1220,1018,1,competition
Gastfreundliche Bräustüberl,4020,896,1,competition
Grüne Weinbar,5020,244,1,competition
Gute Schmankerl,8010,46,1,competition
Gasthof Stadl,1160,1270,1,competition
Herzog Bierstube,1010,140,1,competition
Traditionelle Heuriger,2230,352,1,competition
Sonnen Bauernhof,1070,177,1,competition
Herbstliche Scheune,8200,545,1,competition
Gesellige Stube,1190,327,1,competition
Gute Bauernhof,1020,437,1,competition
Verträumte Verköstigungszimmer,6020,130,1,competition
Edle Waldhaus,8020,250,1,competition
Alpine Burg,8020,44,1,competition
Sonnen Wanderhütte,1070,564,1,competition
Königliche Kellerstüberl,9020,839,1,competition
