name,zip,orders,month,delivery_service
Opulent Felsenkeller,5020,10,2,competition
Goldene Hofladen,4662,136,2,competition
Rote Alm,8041,1,2,competition
Rustikale Schmiede,1210,767,2,competition
Bunte Rathskeller,2000,641,2,competition
Gasthof Dorf,1170,22,2,competition
Romantische Weinstube,8020,6,2,competition
Roter Gaststube,5020,1716,2,competition
Goldene Blick,1100,119,2,competition
Wirtshaus Wirtshaus,2320,232,2,competition
Bergdorf Kellerstüberl,1120,4,2,competition
Exotische Weinbar,1200,203,2,competition
Rote Soda fountain,1230,1996,2,competition
Wiener Stube,4020,830,2,competition
Dörfler Zirbelstube,1120,209,2,competition
Rustikale Krug,1070,8,2,competition
Himmel Rittersaal,1220,81,2,competition
Bäuerliche Pinte,2000,195,2,competition
Fröhliche Tanzschuppen,1020,46,2,competition
Rustikale Stüberl,3034,224,2,competition
Scharfe Schänke,1230,1408,2,competition
Bunte Stuben,8010,367,2,competition
Kleine Krug,1030,473,2,competition
Winterliche Pizzeria,1060,263,2,competition
Kleine Schankstube,1120,38,2,competition
Legendary Rebgarten,1070,556,2,competition
Bustling Pinte,6020,252,2,competition
Blaue Schanze,2700,105,2,competition
Blaue Taverne,1040,76,2,competition
Bunte Grillplatz,3100,351,2,competition
Hohe Stüberl,1030,233,2,competition
Bauer Bodega,1200,11,2,competition
Wein Weinbar,1010,5,2,competition
Wiener Klause,2213,295,2,competition
Bustling Platzl,4642,252,2,competition
Kleine Stüberl,2353,308,2,competition
Glänzende Tisch,4030,471,2,competition
Königliche Blick,1060,13,2,competition
Heimat Hofbräu,2640,494,2,competition
Fischer Brauhaus,8670,316,2,competition
Scharfe Schänke,6020,277,2,competition
Fröhliche Weinbar,1220,1119,2,competition
Geheimnisvolle Zirbelstube,6020,91,2,competition
Große Küche,1150,241,2,competition
Stern Stadl,2601,630,2,competition
Festliche Jausenstation,1110,377,2,competition
Große Stuben,1220,130,2,competition
Große Eatery,9500,526,2,competition
Legendary Dorf,6020,577,2,competition
Edle Pizzeria,5020,387,2,competition
Roter Wirtshaus,4400,337,2,competition
Kleine Ort,1180,661,2,competition
Königliche Weinstube,1060,96,2,competition
Bäuerliche Küche,1170,271,2,competition
Wolkenkratzer Drinkery,1060,32,2,competition
Mühle Platz,1070,713,2,competition
Gesellige Keller,1040,12,2,competition
Rustikale Ecke,1230,284,2,competition
Bäuerliche Brauhaus,1010,9,2,competition
Gute Platz,6060,490,2,competition
Verträumte Ratskeller,1140,341,2,competition
Sanfte Kneipe,1010,17,2,competition
Rauchige Weinstube,4082,359,2,competition
Malerische Taverne,1030,834,2,competition
Nostalgische Grillroom,5020,271,2,competition
Maritime Hütte,3400,446,2,competition
Ländliche Hütte,1010,12,2,competition
Sonnen Rathskeller,5020,188,2,competition
Grüne Schlemmerparadies,1160,406,2,competition
Roter Garten,1160,63,2,competition
Gesellige Wirtshaus,1170,25,2,competition
Gastfreundliche Bierbrunnen,1140,12,2,competition
Bustling Schanke,2232,26,2,competition
Rote Heuriger,9020,493,2,competition
Adventurous Bauernhof,2440,32,2,competition
Schöne Zimmer,5700,247,2,competition
Blauer Schänke,1150,391,2,competition
Gute Feuerstelle,1210,887,2,competition
Fischer Winery,2700,571,2,competition
Idyllische Hütte,6404,294,2,competition
Opulent Gasthof,6850,335,2,competition
Ruhige Zirbelstube,1120,922,2,competition
Rote Tisch,1220,365,2,competition
Sanfte Küche,8820,331,2,competition
Romantische Almhütte,1080,1033,2,competition
Frische Ginmill,2261,31,2,competition
Wirtshaus Schlemmerparadies,4020,244,2,competition
Roter See,6020,58,2,competition
Edelweiß Kneipe,1020,116,2,competition
Fröhliche Schmiede,1020,10,2,competition
Gasthof Heuriger,6850,597,2,competition
Stilvolle Weinlokal,1050,785,2,competition
Maritime Juke joint,1030,271,2,competition
Alte Tal,8662,57,2,competition
Silberne Brauerei,4020,598,2,competition
Stilvolle Klause,1030,598,2,competition
Blaue Schlösschen,4040,62,2,competition
Gemütliche Grillplatz,9020,81,2,competition
Rauchige Gaststube,6020,311,2,competition
Herzog Pizzeria,2540,526,2,competition
Kultivierte Taverne,1050,194,2,competition
Blauer Feuerstelle,3370,625,2,competition
Rustikale Speakeasy,6330,592,2,competition
Alpine Krug,2345,448,2,competition
Sanfte Schmiede,1080,1404,2,competition
Kleine Brauerei,6020,215,2,competition
Mozart Wanderhütte,4063,364,2,competition
Sonnen Tenne,6060,330,2,competition
Erfahrene Tal,3021,520,2,competition
Frische Alm,9020,146,2,competition
Wiener Wanderhütte,4800,283,2,competition
Mozart Eatery,1050,59,2,competition
Moderne Bräustüberl,4020,5,2,competition
Adventurous Burg,1120,868,2,competition
Wolkenkratzer Weinstube,2304,32,2,competition
Rustikale Gasthof,1140,911,2,competition
Pittoreske Stuben,5400,430,2,competition
Bäuerliche Waldhaus,8010,677,2,competition
Moderne Weinkneipe,4600,1102,2,competition
Magische Biergarten,1040,9,2,competition
Stern Almhütte,6020,583,2,competition
Ruhige Stadl,8051,1503,2,competition
Ruhige Heuriger,3202,163,2,competition
Weinstube Schmankerl,4040,1707,2,competition
Gasthof Schanze,1170,32,2,competition
Mozart Almhütte,8010,222,2,competition
Alpen Hangout,1040,593,2,competition
Glanzvolle Gastgewölbe,1090,8,2,competition
Silberne Heuriger,1050,240,2,competition
Alte Taverne,3100,11,2,competition
Malerische Schenke,6020,165,2,competition
Verträumte Weinstube,1010,168,2,competition
Glänzende Taverne,1190,585,2,competition
Prachtvolle Ratskeller,3400,727,2,competition
Rote Salons,1150,31,2,competition
Kultivierte Dorfschenke,2500,325,2,competition
Moderne Café,1080,56,2,competition
Mozart Schänke,5280,646,2,competition
Hof Garten,8600,344,2,competition
Blauer Blick,6850,1534,2,competition
Verzauberte Stube,1160,638,2,competition
Wein Heuriger,1150,53,2,competition
Ruhige Café,1180,663,2,competition
Rote Rathskeller,4400,923,2,competition
Hohe Ort,6020,8,2,competition
Rustikale Braustube,6060,725,2,competition
Blaue Gastzimmer,1030,48,2,competition
Herbstliche Tenne,1230,13,2,competition
Wald Schanze,3652,221,2,competition
Stilvolle Verköstigungszimmer,1230,593,2,competition
Fröhliche Weinbar,4222,450,2,competition
Verträumte Brauerei,1010,162,2,competition
Exotische Schmiede,3161,208,2,competition
Countrified Schänke,1080,17,2,competition
Neue Schlemmerparadies,1110,86,2,competition
Grüne Speisesaal,1070,141,2,competition
Ländliche Zimmer,7201,371,2,competition
Holz Juke joint,1150,207,2,competition
Wein Palast,1060,607,2,competition
Magische Stüberl,4020,14,2,competition
Himmel Stüberl,1020,497,2,competition
Mühle Kaminzimmer,6020,92,2,competition
Countrified Heuriger,4030,311,2,competition
Sanfte Weinbistro,4040,312,2,competition
Gute Zimmer,1190,93,2,competition
Romantische Hofladen,1140,108,2,competition
Weinstube Weinlokal,1100,87,2,competition
Mozart Scheune,9020,213,2,competition
Sonnen Schanze,5020,1045,2,competition
Frische Speisesaal,1030,523,2,competition
Blauer Palast,1110,12,2,competition
Ruhige Soda fountain,8020,555,2,competition
Verträumte Weinkneipe,1030,452,2,competition
Romantische Ginmill,1150,498,2,competition
Gastfreundliche Lokal,1020,563,2,competition
Prachtvolle Krug,8020,12,2,competition
Gute Hütte,1150,107,2,competition
Verträumte Café,1100,27,2,competition
Nostalgische Ort,1110,502,2,competition
Kleine Brauerei,1100,170,2,competition
Gastfreundliche Taverne,4810,329,2,competition
Edle Südseeparadies,1150,1025,2,competition
Edelweiß Scheune,4053,348,2,competition
Bunte Gesellschaftsraum,1220,104,2,competition
Blumen Café,2700,52,2,competition
Quaint Grillplatz,1100,512,2,competition
Idyllische Scheune,1110,214,2,competition
Holz Krug,1080,378,2,competition
Goldene Almhütte,4040,244,2,competition
Rasante Brauhaus,6600,157,2,competition
Alte Juke joint,1160,255,2,competition
Schloss Brauerei,4020,660,2,competition
Adventurous Wirtshaus,1170,8,2,competition
Adventurous Stube,1060,541,2,competition
Gebackene Schankstube,6170,597,2,competition
Festliche Kneipe,8041,703,2,competition
Neue Bräustüberl,1080,277,2,competition
Kleine Brauerei,8010,704,2,competition
Gute Weinkneipe,1060,397,2,competition
Edelweiß Tanzlokal,1120,133,2,competition
Große Küche,1200,621,2,competition
Kaiser Esszimmer,8570,177,2,competition
Stilvolle Esszimmer,8230,25,2,competition
Wirtshaus Hofladen,8010,222,2,competition
Herzog Palast,4820,163,2,competition
Roter Schlösschen,8010,12,2,competition
Festliche Tafelspitz,8042,54,2,competition
Quaint Grillplatz,1220,1813,2,competition
Traditionelle Verköstigungszimmer,5020,8,2,competition
Roter Weinlokal,6900,1087,2,competition
Mühle Hofladen,2700,579,2,competition
Prachtvolle Tanzlokal,8250,34,2,competition
Romantische Weinkeller,4040,1046,2,competition
Weinstube Alm,1070,5,2,competition
Winterliche Schmiede,1050,25,2,competition
Exotische Grillroom,1160,40,2,competition
Verzauberte Hideaway,2522,763,2,competition
Fröhliche Eck,5020,14,2,competition
Romantische Ratsstube,5020,398,2,competition
Bauer Platz,2453,632,2,competition
Stern Inn,4030,132,2,competition
Goldene Schmiede,1170,594,2,competition
Idyllische Burg,2522,433,2,competition
Gesellige Rathskeller,8750,674,2,competition
Prachtvolle Gasthof,1050,156,2,competition
Traditionsreiche Stüberl,8010,12,2,competition
Alpine Winkel,6800,1260,2,competition
Idyllische Hofladen,6300,108,2,competition
Alte Grillroom,9020,41,2,competition
Moderne Weinbistro,5020,435,2,competition
Wirtshaus Kneipe,4030,657,2,competition
Dörfler Club,4020,190,2,competition
Goldene Wanderhütte,4020,538,2,competition
Maritime Pinte,1080,30,2,competition
Silberne Schlemmerparadies,3040,221,2,competition
Pittoreske Biergarten,1150,73,2,competition
Maritime Heuriger,9020,468,2,competition
Bunte Weinlokal,1050,7,2,competition
Heimat Esszimmer,4040,38,2,competition
Rasante Grillroom,1040,512,2,competition
Wein Bodega,1200,332,2,competition
Zirben Heuriger,6971,11,2,competition
Exotische Weinbar,1110,243,2,competition
Gemütliche Taverne,6020,432,2,competition
Silberne Gastzimmer,1090,251,2,competition
Glänzende Ort,6353,57,2,competition
Einsame Stadl,5020,613,2,competition
Heimat Küche,1220,1303,2,competition
Gesellige Südseeparadies,4230,372,2,competition
Exotische Pinte,1060,379,2,competition
Königliche Wirt,1100,166,2,competition
Wald Braustube,6068,471,2,competition
Roter See,6020,14,2,competition
Ehrwürdige Schmankerl,8010,52,2,competition
Kaiser Salons,5020,1894,2,competition
Bäuerliche Kneipenlokal,3424,394,2,competition
Rote Taverne,6450,30,2,competition
Ländliche Hideaway,1090,129,2,competition
Stilvolle Taverna,8036,178,2,competition
Rasante Stube,6500,264,2,competition
Frische Dorf,2435,463,2,competition
Malerische Tanzschuppen,1070,8,2,competition
Gebackene Rathskeller,8010,645,2,competition
Legendary Esszimmer,1150,2196,2,competition
Herzliche Ort,8053,574,2,competition
Blauer Salons,1180,926,2,competition
Hof Schmankerl,6020,255,2,competition
Pittoreske Alm,5020,10,2,competition
Rote Club,1210,161,2,competition
Herzog Zirbelstube,8043,296,2,competition
Sanfte Winkel,8570,196,2,competition
Holz Rebgarten,1230,12,2,competition
Winterliche Schlemmerparadies,2000,11,2,competition
Heimat Tal,4020,16,2,competition
Prachtvolle Pinte,6020,1009,2,competition
Wein Schänke,8020,9,2,competition
Rauchige Winery,4020,464,2,competition
Scharfe Schenke,1210,191,2,competition
Holz Schlösschen,6020,664,2,competition
Dörfler Palast,4407,148,2,competition
Adventurous Watering hole,3800,25,2,competition
Wein Lokal,5020,10,2,competition
Sonnen Almhütte,2721,18,2,competition
Festliche Zimmer,3390,681,2,competition
Holz See,1010,11,2,competition
Gastfreundliche Wirtshaus,1170,9,2,competition
Blaue Hütte,2435,28,2,competition
Exotische Küche,1120,185,2,competition
Prachtvolle Schmiede,1200,12,2,competition
Alpen Bräustüberl,1070,1174,2,competition
Erfahrene Ratskeller,1140,557,2,competition
Fischer Gastgewölbe,2340,259,2,competition
Kleine Speiselokal,4020,772,2,competition
Prachtvolle Küche,6020,53,2,competition
Einsame Grillplatz,1230,90,2,competition
Rote Wanderhütte,1090,17,2,competition
Legendary Speisesaal,9500,185,2,competition
Stilvolle Stadl,6771,658,2,competition
Herbstliche Weinbar,1110,688,2,competition
Gastfreundliche Kneipe,1160,12,2,competition
Bunte Brauhaus,1010,6,2,competition
Ruhige Hofladen,2320,860,2,competition
Bunte Hofbräu,1210,100,2,competition
Sonnige Wirtshaus,1030,597,2,competition
Neue Watering hole,1030,19,2,competition
Königliche Hofbräu,1020,1377,2,competition
Zirben Herberge,1100,342,2,competition
Goldene Drinkery,1110,459,2,competition
Magische Tisch,8010,453,2,competition
Kaiser Salons,8041,194,2,competition
Märchenhafte Tenne,1200,1238,2,competition
Rote Kneipenlokal,4020,350,2,competition
Mozart Feuerstelle,8020,697,2,competition
Blaue Winkel,6020,550,2,competition
Bergdorf Platz,2120,464,2,competition
Pittoreske Tafelspitz,1190,102,2,competition
Kaiser Waldhaus,1090,84,2,competition
Legendary Kellerstüberl,8010,431,2,competition
Legendary Südseeparadies,9413,297,2,competition
Edle Gesellschaftsraum,1010,11,2,competition
Bäuerliche Festscheune,1150,313,2,competition
Dörfler Gaststube,4060,493,2,competition
Glänzende Soda fountain,2340,1051,2,competition
Gastfreundliche Mühle,1070,3,2,competition
Blaue Schlösschen,1180,784,2,competition
Kleine Platz,1200,559,2,competition
Erfahrene Eck,1110,31,2,competition
Ruhige Schlemmerparadies,4020,88,2,competition
Traditionelle Kneipe,8020,945,2,competition
Bäuerliche See,4020,986,2,competition
Fischer Scheune,1160,215,2,competition
Elegante Schmankerl,5020,1093,2,competition
Verzauberte Schmiede,1180,167,2,competition
Verzauberte Stubn,2225,389,2,competition
Quaint Kneipe,9020,1,2,competition
Ehrwürdige Keller,1060,77,2,competition
Nostalgische Watering hole,4614,1115,2,competition
Edelweiß Ratsstube,8010,462,2,competition
Glanzvolle Kneipenlokal,1100,293,2,competition
Ruhige Dorfschenke,4210,145,2,competition
Rote Pinte,1220,305,2,competition
Nostalgische Küche,8501,375,2,competition
Rustikale Gesellschaftsraum,7000,27,2,competition
Goldene Café,1200,9,2,competition
Fröhliche Taverna,8010,1169,2,competition
Grüne Schlösschen,5020,144,2,competition
Prachtvolle Festscheune,3100,349,2,competition
Hof Grillplatz,1100,1041,2,competition
Grüne Speiselokal,3390,291,2,competition
Ehrwürdige See,4600,403,2,competition
Moderne Pinte,1030,46,2,competition
Verzauberte Club,2351,557,2,competition
Hof Herrenhaus,1120,12,2,competition
Sonnen Wirt,1080,73,2,competition
Elegante Schanze,4030,213,2,competition
Wirtshaus Weinbar,6143,518,2,competition
Roter Keller,2401,73,2,competition
Countrified Platz,1070,160,2,competition
Bauer Tal,4481,1277,2,competition
Schöne Gastzimmer,1010,12,2,competition
Edelweiß Rathskeller,6020,510,2,competition
Bäuerliche Festscheune,4020,363,2,competition
Berg Dorf,3500,241,2,competition
Köstliche Felsenkeller,4421,511,2,competition
Rasante Braustube,1030,930,2,competition
Schöne Hofbräu,1160,463,2,competition
Geheimnisvolle Brauerei,8700,696,2,competition
Holz Tisch,2431,509,2,competition
Frische Soda fountain,1150,306,2,competition
Wiener Speiselokal,1120,2,2,competition
Grüne Hof,6426,30,2,competition
Ehrwürdige Palast,8020,414,2,competition
Kleine Brauerei,1100,522,2,competition
Traditionsreiche Jausenstation,8020,681,2,competition
Silberne Bierbrunnen,6020,1360,2,competition
Frische Klause,1180,134,2,competition
Goldene Krug,1120,7,2,competition
Weinstube Herrenhaus,1170,496,2,competition
Stern Schanke,1230,1318,2,competition
Grüne Weinlokal,1220,95,2,competition
Wolkenkratzer See,1070,36,2,competition
Ruhige Alm,4020,378,2,competition
Exotische Speisesaal,1040,11,2,competition
Malerische Stüberl,1160,425,2,competition
Holz Gastgewölbe,1080,281,2,competition
Quaint Weinlokal,2540,337,2,competition
Himmel Tal,9020,129,2,competition
Köstliche Tenne,1030,592,2,competition
Traditionelle Stube,8053,9,2,competition
Frische Biergarten,1020,88,2,competition
Traditionsreiche Salons,8020,1532,2,competition
Kleine Weinstube,1100,187,2,competition
Grüne Brauerei,4070,131,2,competition
Mozart Rebgarten,4040,5,2,competition
Goldene Kellerstüberl,8160,11,2,competition
Mühle Bierbrunnen,8010,7,2,competition
Gemütliche Gesellschaftsraum,2630,165,2,competition
Verzauberte Kneipenlokal,6020,713,2,competition
Mozart Biergarten,2540,623,2,competition
Hohe Rittersaal,1170,1504,2,competition
Dörfler Küche,1100,96,2,competition
Roter Ort,6700,452,2,competition
Ländliche Wirt,8010,13,2,competition
Sonnen Feuerstelle,2630,124,2,competition
Quaint Grillroom,4053,101,2,competition
Rustikale Wanderhütte,3390,260,2,competition
Gasthof Küche,1030,202,2,competition
Stern Gesellschaftsraum,5020,144,2,competition
Exotische Inn,1160,12,2,competition
Roter Hofbräu,1100,174,2,competition
Kleine Tanzlokal,1100,80,2,competition
Traditionelle Heuriger,3321,37,2,competition
Romantische Gastzimmer,8010,548,2,competition
Moderne Jausenstation,6020,14,2,competition
Neue Stadl,4020,157,2,competition
Schöne Almhütte,4020,639,2,competition
Einsame Hangout,6840,436,2,competition
Scharfe Stadl,8720,218,2,competition
Gemütliche Hofbräu,3002,57,2,competition
Königliche Jausenstation,1010,10,2,competition
Sonnige Watering hole,3363,179,2,competition
Gastfreundliche Kellerstüberl,1180,112,2,competition
Heimat Bierstube,1010,259,2,competition
Heimat Rebgarten,3100,906,2,competition
Blaue Pinte,4020,439,2,competition
Blumen Alm,6020,104,2,competition
Verträumte Mühle,6020,779,2,competition
Magische Schänke,2700,72,2,competition
Himmel Kaminzimmer,8501,338,2,competition
Ländliche Schankstube,6330,603,2,competition
Prachtvolle Hofbräu,5020,10,2,competition
Berg Eck,5020,901,2,competition
Verträumte Drinkery,1020,425,2,competition
Kaiser Scheune,1150,439,2,competition
Wiener Tenne,4020,804,2,competition
Hohe Kneipe,5020,142,2,competition
Nostalgische Hofbräu,8020,13,2,competition
Fischer Küche,1030,5,2,competition
Festliche Café,1010,8,2,competition
Alte Alm,4030,1448,2,competition
Pittoreske Hofladen,3251,389,2,competition
Gute Club,1170,10,2,competition
Prachtvolle Krug,3435,111,2,competition
Nostalgische Weinlokal,1160,273,2,competition
Fröhliche Ecke,1090,364,2,competition
Bunte Schmiede,7011,760,2,competition
Herzliche Bierbrunnen,1200,8,2,competition
Herbstliche Wirt,6020,13,2,competition
Gesellige Speakeasy,1050,323,2,competition
Blumen Grillplatz,8054,245,2,competition
Rauchige Waldhaus,2521,184,2,competition
Verträumte Brauhaus,8020,83,2,competition
Heimat Stubn,8010,723,2,competition
Grüne Speakeasy,1110,10,2,competition
Kleine Brauerei,9020,84,2,competition
Nostalgische Festscheune,4600,989,2,competition
Gasthof Speakeasy,6020,278,2,competition
Grüne Tenne,1180,297,2,competition
Goldene Tenne,6020,7,2,competition
Blaue Schänke,2253,515,2,competition
Hohe Tenne,2500,891,2,competition
Sonnige Kneipenlokal,1090,5,2,competition
Hohe Festscheune,2603,1136,2,competition
Magische Inn,4223,791,2,competition
Legendary Tenne,6020,929,2,competition
Wirtshaus Tal,3180,143,2,competition
Adventurous Esszimmer,4020,14,2,competition
Winterliche Grillplatz,5020,126,2,competition
Opulent Platz,8010,563,2,competition
Idyllische Herrenhaus,8010,14,2,competition
Countrified Klause,6020,59,2,competition
Quaint Café,1010,369,2,competition
Moderne Tisch,1220,978,2,competition
Exotische Hütte,1210,739,2,competition
Malerische Burg,1070,391,2,competition
Herzog Schanze,1210,512,2,competition
Verträumte Weinlokal,8010,72,2,competition
Elegante Weinbar,1040,121,2,competition
Gasthof Watering hole,3433,230,2,competition
Mozart Zirbelstube,1160,481,2,competition
Kaiser Pizzeria,1160,819,2,competition
Alpen Eck,1060,595,2,competition
Gebackene Festscheune,5020,7,2,competition
Gemütliche Klause,1110,754,2,competition
Herzliche Hideaway,1170,496,2,competition
Schöne Gaststube,8010,202,2,competition
Kaiser Gastzimmer,6020,120,2,competition
Festliche Tisch,8020,107,2,competition
Pittoreske Speisesaal,1180,3,2,competition
Wirtshaus Grillplatz,1040,629,2,competition
Kleine Brauerei,1150,1758,2,competition
Rauchige Inn,5640,14,2,competition
Bunte Esszimmer,4600,574,2,competition
Wald Küche,6850,484,2,competition
Goldene Burg,3100,13,2,competition
Roter Kneipenlokal,6100,8,2,competition
Grüne Rittersaal,3107,31,2,competition
Bergdorf Stuben,8010,20,2,competition
Romantische Kneipenlokal,1140,138,2,competition
Rustikale Keller,2000,298,2,competition
Grüne Brauhaus,5020,8,2,competition
Idyllische Eatery,1070,328,2,competition
Ruhige Scheune,5020,498,2,competition
Gasthof Bräustüberl,6330,1137,2,competition
Wirtshaus Krug,8010,163,2,competition
Ehrwürdige Feuerstelle,4050,211,2,competition
Weinstube Soda fountain,1090,94,2,competition
Goldene Weinlokal,1170,527,2,competition
Geheimnisvolle Taverna,2351,231,2,competition
Rustikale Gastzimmer,1130,196,2,competition
Hohe Wanderhütte,2435,118,2,competition
Elegante Schmankerl,1110,136,2,competition
Bäuerliche Waldhaus,8075,506,2,competition
Rustikale Juke joint,1220,127,2,competition
Edle Garten,4040,151,2,competition
Herbstliche Tanzlokal,1230,254,2,competition
Sonnige Krug,1060,218,2,competition
Grüne Krug,5730,298,2,competition
Nostalgische Eatery,8010,993,2,competition
Einsame Ratskeller,1140,294,2,competition
Heimat Rathskeller,1070,404,2,competition
Romantische Gastgewölbe,8073,674,2,competition
Heimat Eck,8010,474,2,competition
Köstliche Gasthof,1100,634,2,competition
Prachtvolle Kaminzimmer,8010,12,2,competition
Schöne Gourmet,1020,12,2,competition
Ruhige Küche,4040,426,2,competition
Mühle Salons,1090,13,2,competition
Bauer Felsenkeller,1080,33,2,competition
Adventurous Soda fountain,8720,485,2,competition
Gesellige Blick,1090,156,2,competition
Quaint Bauernhof,6841,531,2,competition
Glanzvolle Hütte,1010,162,2,competition
Blumen Stube,5162,715,2,competition
Grüne Grillroom,4210,1124,2,competition
Bunte Speiselokal,3710,111,2,competition
Exotische Eck,4040,89,2,competition
Idyllische Gaststube,5020,289,2,competition
Königliche Bräustüberl,8454,53,2,competition
Silberne See,3244,9,2,competition
Adventurous Kellerstüberl,3300,557,2,competition
Blumen Bräustüberl,1210,843,2,competition
Verzauberte Ginmill,1120,469,2,competition
Sanfte Speisesaal,4300,286,2,competition
Rauchige Weinkneipe,2351,89,2,competition
Stilvolle Waldhaus,8402,368,2,competition
Große Pinte,1160,88,2,competition
Pittoreske Schänke,3003,286,2,competition
Gemütliche Soda fountain,1180,346,2,competition
Stern Bierstube,6912,615,2,competition
Weinstube Wirtshaus,1080,40,2,competition
Idyllische Klause,8020,196,2,competition
Winterliche Rathskeller,2700,220,2,competition
Glanzvolle Gaststube,6300,483,2,competition
Sanfte Esszimmer,1200,14,2,competition
Große Wanderhütte,5202,982,2,competition
Bunte Keller,5101,32,2,competition
Königliche See,1140,11,2,competition
Schöne Weinbistro,1190,30,2,competition
Maritime Bodega,5280,309,2,competition
Bäuerliche Winkel,8160,792,2,competition
Fischer Speakeasy,1190,7,2,competition
Nostalgische Speiselokal,1070,335,2,competition
Berg Gaststube,4663,391,2,competition
Verträumte Felsenkeller,8020,137,2,competition
Bäuerliche Heuriger,1040,61,2,competition
Rote Gourmet,1220,743,2,competition
Große Krug,6900,523,2,competition
Herzog Jausenstation,8010,349,2,competition
Sanfte Weinlokal,8010,8,2,competition
Sanfte Stubn,1220,707,2,competition
Grüne Schankstube,5020,269,2,competition
Wolkenkratzer Jausenstation,6020,1332,2,competition
Holz Ratskeller,5020,76,2,competition
Bunte Grillplatz,2020,369,2,competition
Malerische Herberge,1090,170,2,competition
Ländliche Waldhaus,1080,112,2,competition
Gesellige Eatery,1030,1763,2,competition
Rustikale Ort,1070,29,2,competition
Himmel Ginmill,1210,961,2,competition
Blauer Gastzimmer,1010,338,2,competition
Legendary Bauernhof,1030,332,2,competition
Rustikale Weinkneipe,4614,444,2,competition
Stille Weinkeller,6719,4,2,competition
Nostalgische Verköstigungszimmer,6800,1245,2,competition
Grüne Schmiede,7142,192,2,competition
Einsame Speiselokal,3500,132,2,competition
Gesellige Speiselokal,8055,274,2,competition
Legendary Krug,2700,396,2,competition
Ruhige Taverne,1200,182,2,competition
Verzauberte Heuriger,8010,12,2,competition
Sanfte Ratsstube,3481,622,2,competition
Heimat Lokal,3910,191,2,competition
Große Küche,8010,1171,2,competition
Neue Blick,3550,311,2,competition
Bunte Schmankerl,1210,9,2,competition
Hohe Weinkneipe,1100,339,2,competition
Rustikale Ratsstube,1040,10,2,competition
Prachtvolle Zimmer,6020,1245,2,competition
Rote Weinlokal,2500,684,2,competition
Rasante Schlemmerparadies,1160,223,2,competition
Bunte Weinbar,1100,5,2,competition
Verträumte Taverna,4020,116,2,competition
Goldene Speiselokal,1140,126,2,competition
Zirben Pinte,1070,337,2,competition
Bustling Stüberl,1230,198,2,competition
Große Dorfschenke,3300,35,2,competition
Gastfreundliche Hideaway,3430,1708,2,competition
Pittoreske Grillplatz,1100,356,2,competition
Himmel Waldhaus,1220,197,2,competition
Rasante Gastgewölbe,1020,114,2,competition
Blumen Hideaway,1220,209,2,competition
Nostalgische Schänke,5550,83,2,competition
Malerische Weinbistro,8401,580,2,competition
Blaue Rathskeller,6842,918,2,competition
Adventurous Eatery,8605,1819,2,competition
Rustikale Hofladen,1030,316,2,competition
Malerische Verköstigungszimmer,1230,211,2,competition
Quaint Schankstube,5020,312,2,competition
Zirben Wanderhütte,3464,37,2,competition
Große Winery,4040,1314,2,competition
Blumen Zimmer,6330,68,2,competition
Sonnen Ecke,4020,26,2,competition
Bauer Stüberl,1170,434,2,competition
Scharfe Stüberl,1100,99,2,competition
Magische Kellerstüberl,1110,150,2,competition
Alpen Kellerstüberl,8522,236,2,competition
Romantische Pizzeria,1100,180,2,competition
Gute Hangout,5020,961,2,competition
Kaiser Eck,1140,1045,2,competition
Königliche Klause,8362,365,2,competition
Edle Ginmill,1140,773,2,competition
Sonnige Klause,2700,663,2,competition
Blumen Herberge,1170,105,2,competition
Edelweiß Schlemmerparadies,8010,81,2,competition
Kultivierte Schlemmerparadies,1130,29,2,competition
Wald Wirtshaus,5280,111,2,competition
Berg Ratsstube,5020,335,2,competition
Roter Hangout,9020,104,2,competition
Königliche Schlösschen,6700,250,2,competition
Romantische Almhütte,8010,1523,2,competition
Blaue Schenke,1050,934,2,competition
Nostalgische Brauhaus,4020,1002,2,competition
Idyllische Rathskeller,8020,272,2,competition
Wirtshaus Eatery,6330,358,2,competition
Heimat Grillplatz,1090,554,2,competition
Blaue Gourmet,3170,124,2,competition
Gastfreundliche Kneipenlokal,1110,56,2,competition
Nostalgische Rathskeller,9020,845,2,competition
Berg Dorfschenke,4860,599,2,competition
Magische Speakeasy,5020,84,2,competition
Mozart Speisesaal,6900,180,2,competition
Romantische Kaminzimmer,1050,153,2,competition
Bäuerliche Waldhaus,1060,484,2,competition
Wiener Dorf,6262,217,2,competition
Heimat Schenke,8054,372,2,competition
Geheimnisvolle Blick,1100,724,2,competition
Magische Hütte,1040,9,2,competition
Neue Gastgewölbe,6020,188,2,competition
Herbstliche Tafelspitz,1230,480,2,competition
Traditionsreiche Gasthof,1200,236,2,competition
Glanzvolle Krug,1070,10,2,competition
Traditionsreiche Bauernhof,1180,566,2,competition
Fröhliche Grillplatz,2630,238,2,competition
Glanzvolle Braustube,4020,32,2,competition
Himmel Braustube,1090,198,2,competition
Holz Hütte,1030,1589,2,competition
Wirtshaus Gaststube,1210,5,2,competition
Sonnen Schänke,9020,1247,2,competition
Silberne Ginmill,1160,311,2,competition
Opulent Alm,1030,1923,2,competition
Glänzende Jausenstation,1190,685,2,competition
Heimat Stube,1230,224,2,competition
Wein Pinte,4020,322,2,competition
